Row Labels,Sum of votes
00.36.11,696
00.36.12,215
00.36.13,1067
00.36.14,205
00.36.15,841
00.36.16,385
00.36.17,217
00.36.18,1090
00.36.19,722
00.36.20,909
00.36.21,432
00.36.22,442
00.36.23,260
00.36.24,74
00.37.01,1357
00.37.02,1479
00.37.03,798
00.37.04,1387
00.37.05,662
00.37.06,661
00.37.07,403
00.37.08,1465
00.37.09,810
00.37.10,1194
00.37.11,211
00.37.12,933
00.37.13,335
00.37.14,719
00.37.15,471
00.37.16,906
00.37.17,688
00.37.18,574
00.37.19,298
00.37.20,465
00.37.21,818
00.37.22,1116
00.37.23,553
00.37.24,633
00.37.25,795
00.37.26,208
00.37.27,835
00.37.28,521
00.38.01,1135
00.38.02,766
00.38.03,1068
00.38.04,634
00.38.05,690
00.38.06,1041
00.38.07,530
00.38.08,525
00.38.09,446
00.38.10,273
00.38.11,212
00.38.12,998
00.38.13,274
00.38.14,540
00.38.15,505
00.38.16,951
00.39.01,1014
00.39.02,204
00.39.03,312
00.39.04,636
00.39.05,63
00.39.06,66
00.39.07,217
00.39.08,351
00.39.09,352
00.39.10,254
00.39.11,141
00.39.12,216
00.39.13,102
00.39.14,97
00.39.15,285
00.39.16,346
00.39.17,145
00.39.18,304
00.39.19,221
00.39.20,383
00.39.21,138
00.39.22,195
00.39.23,1039
00.40.01,1327
00.40.02,918
00.40.03,600
00.40.04,190
00.40.05,199
00.40.06,123
00.40.07,312
00.40.08,286
00.40.09,197
00.40.10,330
00.40.11,280
00.40.12,261
00.40.13,212
00.40.14,425
00.40.15,583
00.40.16,221
00.40.17,221
00.40.18,190
00.40.19,176
00.40.20,80
00.40.21,911
00.40.22,478
00.40.23,242
00.40.24,196
00.40.25,198
00.40.26,269
00.40.27,267
00.40.28,409
00.40.29,336
00.40.30,61
00.40.31,826
00.40.32,546
00.40.33,351
00.40.34,439
00.40.35,97
00.40.36,376
00.40.37,33
00.40.38,293
00.40.39,186
00.40.40,169
00.40.41,164
00.40.42,468
00.40.43,77
00.40.44,61
00.40.45,902
00.40.46,247
00.40.47,249
00.40.48,135
00.40.49,82
00.40.50,254
00.40.51,358
00.40.52,403
00.40.53,92
00.40.54,48
00.40.55,340
00.40.56,181
00.40.57,220
00.40.58,369
00.40.59,384
00.40.60,461
00.40.61,278
00.40.62,1129
00.41.01,750
00.41.02,822
00.41.03,844
00.41.04,758
00.41.05,758
00.41.06,56
00.41.07,465
00.41.08,533
00.41.09,246
00.41.10,225
00.41.11,279
00.41.12,369
00.41.13,103
00.41.14,216
00.41.15,87
00.41.16,152
00.41.17,71
00.41.18,608
00.41.19,282
00.41.20,192
00.41.21,844
00.41.22,252
00.41.23,145
00.41.24,156
00.41.25,755
00.41.26,372
00.41.27,264
00.41.28,198
00.41.29,73
00.41.30,27
00.41.31,161
00.41.32,475
00.41.33,50
00.41.34,382
00.41.35,46
00.43.01,848
00.43.02,640
00.43.03,59
00.43.04,233
00.43.05,142
00.43.06,94
00.43.07,37
00.43.08,132
00.43.09,171
00.43.10,148
00.43.11,230
00.43.12,83
00.43.13,76
00.43.14,75
00.43.15,353
00.43.16,323
00.43.17,227
00.43.18,89
00.43.19,93
00.43.20,67
00.43.21,175
00.43.22,150
00.43.23,83
00.44.01,208
00.44.02,300
00.44.03,353
00.44.04,374
00.44.05,715
00.44.06,829
00.44.07,145
00.44.08,97
00.44.09,114
00.44.10,32
00.44.11,178
00.44.12,186
00.44.13,233
00.44.14,69
00.44.15,345
00.44.16,74
00.44.17,69
00.44.18,38
00.44.19,487
00.44.20,220
00.44.21,302
00.44.22,117
00.44.23,133
00.44.24,240
00.44.25,127
00.44.26,160
00.44.27,342
00.44.28,387
00.44.29,199
00.44.30,248
00.44.31,196
00.44.32,268
00.44.33,134
00.44.34,95
00.44.35,70
00.44.36,52
00.45.01,443
00.45.02,172
00.45.03,127
00.45.04,152
00.45.05,180
00.45.06,284
00.45.07,67
00.45.08,172
00.45.09,44
00.45.10,83
00.45.11,206
00.45.12,144
00.45.13,140
00.45.14,116
00.45.15,74
00.45.16,162
00.45.17,215
00.45.18,391
00.45.19,60
00.45.20,284
00.45.21,34
00.45.22,99
00.45.23,160
00.45.24,150
00.45.25,596
00.45.26,69
00.45.27,86
00.45.28,139
00.45.29,395
00.45.30,177
00.45.31,395
00.45.32,52
00.45.33,63
00.45.34,207
00.45.35,102
00.45.36,23
00.45.37,408
00.45.38,64
00.45.39,42
00.45.40,36
00.45.41,39
00.46.01,717
00.46.02,107
00.46.03,170
00.46.04,96
00.46.05,152
00.46.06,78
00.46.07,245
00.46.08,100
00.46.09,173
00.46.10,71
00.46.11,115
00.46.12,201
00.46.13,190
00.46.14,130
00.46.15,101
00.46.16,40
00.46.17,142
00.46.18,107
00.46.19,73
00.46.20,103
00.46.21,77
00.46.22,91
00.46.23,91
00.47.01,586
00.47.02,619
00.47.03,175
00.47.04,102
00.47.05,88
00.47.06,57
00.47.07,53
00.47.08,67
00.47.09,30
00.47.10,23
00.47.11,144
00.47.12,54
00.47.13,64
00.47.14,63
00.47.15,274
00.47.16,49
00.47.17,67
00.47.18,35
00.47.19,51
00.47.20,323
00.47.21,77
00.47.22,160
00.47.23,78
00.47.24,77
00.47.25,63
00.47.26,154
00.47.27,44
00.47.28,134
00.47.29,89
00.47.30,110
00.47.31,35
00.47.32,120
00.47.33,84
00.47.34,141
00.47.35,68
00.47.36,216
00.47.37,237
00.47.38,260
00.47.39,91
00.47.40,205
00.48.01,813
00.48.02,533
00.48.03,459
00.48.04,500
00.48.05,225
00.48.06,323
00.48.07,192
00.48.08,810
00.48.09,432
00.48.10,520
00.48.11,740
00.48.12,266
00.48.13,476
00.48.14,385
00.48.15,233
00.48.16,92
00.48.17,340
00.48.18,101
00.48.19,197
00.48.20,255
00.48.21,217
00.48.22,96
00.48.23,335
00.48.24,196
00.48.25,188
00.48.26,316
00.48.27,452
00.48.28,428
00.48.29,527
00.48.30,599
00.48.31,481
00.48.32,285
00.48.33,511
00.48.34,140
00.48.35,219
00.48.36,143
00.48.37,263
00.49.01,1367
00.49.02,821
00.49.03,727
00.49.04,637
00.49.05,707
00.49.06,946
00.49.07,365
00.49.08,317
00.49.09,650
00.49.10,306
00.49.11,813
00.49.12,725
00.49.13,445
00.49.14,497
00.49.15,745
00.49.16,776
00.49.17,407
00.49.18,693
00.49.19,152
00.49.20,902
00.49.21,765
00.49.22,979
00.49.23,607
00.49.24,1151
00.49.25,736
00.49.26,846
00.49.27,855
00.49.28,586
00.49.29,475
00.49.30,426
00.50.01,1061
00.50.02,75
00.50.03,942
00.50.04,756
00.50.05,706
00.50.06,706
00.50.07,332
00.50.08,541
00.50.09,128
00.50.10,1318
00.50.11,282
00.50.12,554
00.50.13,211
00.50.14,320
00.50.15,821
00.50.16,478
00.50.17,405
00.50.18,574
00.50.19,754
00.50.20,370
00.50.21,448
00.50.22,671
00.50.23,509
00.50.24,566
00.50.25,397
00.50.26,1203
00.50.27,71
00.50.28,494
00.50.29,647
00.50.30,277
00.50.31,460
00.50.32,677
00.50.33,303
00.50.34,773
00.50.35,198
00.50.36,1201
00.50.37,154
00.50.38,846
00.50.39,714
00.50.40,142
00.50.41,266
00.50.42,672
00.50.43,538
00.50.44,537
00.50.45,296
00.50.46,285
00.50.47,400
00.50.48,438
00.50.49,280
00.50.50,139
00.50.51,731
00.50.52,293
00.50.53,527
00.51.01,1375
00.51.02,617
00.51.03,762
00.51.04,1231
00.51.05,1134
00.51.06,1493
00.51.07,720
00.51.08,731
00.51.09,724
00.51.10,1162
00.51.11,628
00.51.12,785
00.51.13,1152
00.51.14,635
00.51.15,532
00.51.16,518
00.51.17,724
00.51.18,800
00.51.19,584
00.51.20,723
00.51.21,568
00.51.22,799
00.51.23,505
00.51.24,686
00.51.25,677
00.51.26,1150
00.51.27,348
00.51.28,578
00.51.29,582
00.51.30,573
00.51.31,343
00.51.32,854
00.51.33,623
00.51.34,786
00.51.35,478
00.51.36,645
00.51.37,609
00.51.38,395
00.51.39,470
00.51.40,623
00.51.41,612
00.51.42,445
00.51.43,450
00.51.44,683
00.52.01,630
00.52.02,580
00.52.03,1047
00.52.04,558
00.52.05,518
00.52.06,427
00.52.07,903
00.52.08,283
00.52.09,874
00.52.10,773
00.52.11,295
00.52.12,750
00.52.13,825
00.52.14,812
00.52.15,570
00.52.16,540
00.52.17,249
00.52.18,210
00.52.19,170
00.52.20,338
00.52.21,139
00.52.22,206
00.52.23,417
00.52.24,481
00.53.01,1323
00.53.02,1394
00.53.03,655
00.53.04,837
00.53.05,410
00.53.06,525
00.53.07,217
00.53.08,455
00.53.09,341
00.53.10,360
00.53.11,190
00.53.12,858
00.53.13,328
00.53.14,964
00.53.15,552
00.53.16,230
00.53.17,438
00.53.18,453
00.53.19,370
00.53.20,964
00.53.21,836
00.53.22,1021
00.53.23,379
00.53.24,283
00.54.01,1291
00.54.02,1145
00.54.03,1211
00.54.04,1143
00.54.05,1362
00.54.06,583
00.54.07,790
00.54.08,659
00.54.09,613
00.54.10,655
00.54.11,565
00.54.12,1286
00.54.13,739
00.54.14,597
00.54.15,834
00.54.16,1203
00.54.17,256
00.54.18,845
00.54.19,127
00.54.20,916
00.54.21,268
00.54.22,623
00.54.23,1026
00.54.24,399
00.54.25,1226
00.54.26,839
00.54.27,623
00.54.28,712
00.54.29,779
00.54.30,384
00.54.31,208
00.54.32,100
00.54.33,257
00.54.34,506
00.55.01,792
00.55.02,1314
00.55.03,773
00.55.04,727
00.55.05,550
00.55.06,433
00.55.07,579
00.55.08,445
00.55.09,177
00.55.10,1012
00.55.11,233
00.55.12,900
00.55.13,268
00.55.14,727
00.55.15,160
00.55.16,437
00.55.17,494
00.55.18,495
00.55.19,193
00.55.20,662
00.55.21,303
00.55.22,238
00.55.23,48
00.55.24,82
00.55.25,745
00.55.26,776
00.55.27,154
00.56.01,1022
00.56.02,840
00.56.03,917
00.56.04,375
00.56.05,849
00.56.06,921
00.56.07,675
00.56.08,358
00.56.09,87
00.56.10,171
00.56.11,270
00.56.12,660
00.56.13,520
00.56.14,258
00.56.15,288
00.56.16,727
00.56.17,308
00.56.18,675
00.56.19,709
00.56.20,830
00.56.21,215
00.56.22,371
00.56.23,222
00.56.24,576
00.56.25,338
00.56.26,381
00.56.27,718
00.56.28,247
00.56.29,539
00.56.30,578
00.56.31,907
00.56.32,365
00.56.33,705
00.56.34,278
00.56.35,376
00.56.36,457
00.56.37,319
00.56.38,648
00.56.39,700
00.56.40,279
00.56.41,593
00.56.42,309
00.56.43,227
00.56.44,602
00.56.45,429
00.56.46,187
00.56.47,312
00.56.48,234
00.56.49,105
00.57.01,534
00.57.02,567
00.57.03,821
00.57.04,889
00.57.05,1022
00.57.06,933
00.57.07,512
00.57.08,436
00.57.09,211
00.57.10,332
00.57.11,334
00.57.12,470
00.57.13,181
00.57.14,165
00.57.15,286
00.57.16,175
00.57.17,696
00.57.18,374
00.57.19,89
00.57.20,416
00.57.21,539
00.57.22,281
00.57.23,294
00.57.24,120
00.57.25,197
00.57.26,158
00.57.27,258
00.57.28,44
00.57.29,349
00.57.30,86
00.57.31,410
00.58.01,1119
00.58.02,725
00.58.03,1244
00.58.04,1106
00.58.05,1110
00.58.06,1101
00.58.07,604
00.58.08,709
00.58.09,294
00.58.10,300
00.58.11,624
00.58.12,251
00.58.13,232
00.58.14,444
00.58.15,734
00.58.16,737
00.58.17,408
00.58.18,450
00.58.19,89
00.58.20,249
00.58.21,144
00.58.22,156
00.58.23,914
00.58.24,657
00.58.25,545
00.58.26,656
00.58.27,310
00.58.28,171
00.58.29,76
00.58.30,197
00.58.31,360
00.58.32,223
00.58.33,145
00.58.34,459
00.58.35,517
00.58.36,652
00.58.37,542
00.58.38,624
00.58.39,219
00.58.40,184
00.58.41,69
00.58.42,483
00.58.43,376
00.58.44,703
00.58.45,363
00.58.46,572
00.58.47,507
00.58.48,738
00.58.49,513
00.58.50,477
00.58.51,428
00.58.52,468
00.58.53,614
00.58.54,317
00.58.55,531
00.58.56,405
00.58.57,479
00.58.58,200
00.59.01,550
00.59.02,1333
00.59.03,595
00.59.04,1161
00.59.05,1207
00.59.06,1175
00.59.07,1192
00.59.08,1529
00.59.09,851
00.59.10,760
00.59.11,804
00.59.12,796
00.59.13,1508
00.59.14,1259
00.59.15,826
00.59.16,1444
00.59.17,1623
00.59.18,1136
00.59.19,517
00.59.20,894
00.59.21,1363
00.59.22,1504
00.59.23,1651
00.59.24,1613
00.59.25,1410
00.59.26,1236
00.59.27,1500
00.59.28,941
00.59.29,1423
00.59.30,823
00.59.31,1327
00.59.32,1422
00.59.33,1414
00.59.34,674
00.59.35,1097
00.59.36,1440
00.59.37,1296
00.59.38,1235
00.59.39,576
00.59.40,1090
00.59.41,1541
00.59.42,1532
00.59.43,1271
00.59.44,1399
00.59.45,1126
00.59.46,818
00.59.47,1242
00.59.48,993
00.59.49,1111
00.59.50,530
00.59.51,649
00.59.52,1367
00.59.53,1235
00.59.54,1231
00.59.55,1029
00.59.56,1193
00.59.57,1446
00.59.58,1232
00.59.59,1366
00.59.60,1340
00.59.61,961
00.59.62,1300
00.59.63,1402
00.59.64,1215
00.59.65,1272
00.59.66,834
00.59.67,800
00.59.68,753
00.59.69,547
00.59.70,752
00.59.71,801
00.59.72,209
00.60.01,818
00.60.02,1422
00.60.03,1253
00.60.04,619
00.60.05,1393
00.60.06,1318
00.60.07,1185
00.60.08,1372
00.60.09,1149
00.60.10,518
00.60.11,230
00.60.12,1217
00.60.13,550
00.60.14,584
00.60.15,836
00.60.16,553
00.60.17,835
00.60.18,1046
00.60.19,683
00.60.20,641
00.60.21,621
00.60.22,428
00.60.23,696
00.60.24,1264
00.60.25,959
00.60.26,728
00.60.27,1131
00.60.28,377
00.60.29,470
00.60.30,520
00.60.31,648
00.60.32,626
00.60.33,833
00.60.34,517
00.60.35,1185
00.60.36,345
00.60.37,725
00.60.38,895
00.60.39,885
00.60.40,902
00.60.41,535
00.60.42,581
00.60.43,494
00.60.44,343
00.60.45,1026
00.60.46,127
00.61.01,825
00.61.02,1297
00.61.03,1197
00.61.04,593
00.61.05,237
00.61.06,572
00.61.07,565
00.61.08,764
00.61.09,487
00.61.10,434
00.61.11,865
00.61.12,481
00.61.13,350
00.61.14,502
00.61.15,210
00.61.16,227
00.61.17,324
00.61.18,374
00.61.19,467
00.61.20,700
00.61.21,736
00.61.22,586
00.61.23,912
00.61.24,819
00.61.25,267
00.61.26,174
00.61.27,336
00.61.28,290
00.61.29,218
00.61.30,372
00.61.31,384
00.62.01,1144
00.62.02,442
00.62.03,316
00.62.04,472
00.62.05,406
00.62.06,568
00.62.07,390
00.62.08,75
00.62.09,225
00.62.10,241
00.62.11,172
00.62.12,150
00.62.13,210
00.62.14,178
00.62.15,651
00.62.16,562
00.62.17,170
00.62.18,150
00.62.19,172
00.62.20,210
00.62.21,242
00.62.22,367
00.62.23,485
00.62.24,385
00.62.25,513
00.62.26,390
00.62.27,451
00.62.28,126
00.62.29,604
00.62.30,276
00.62.31,575
00.62.32,90
00.62.33,258
00.63.01,1147
00.63.02,1046
00.63.03,839
00.63.04,364
00.63.05,665
00.63.06,516
00.63.07,920
00.63.08,548
00.63.09,697
00.63.10,371
00.63.11,809
00.63.12,720
00.63.13,441
00.63.14,557
00.63.15,437
00.63.16,607
00.63.17,588
00.63.18,466
00.63.19,296
00.63.20,499
00.64.01,1069
00.64.02,554
00.64.03,567
00.64.04,564
00.64.05,517
00.64.06,310
00.64.07,763
00.64.08,764
00.64.09,745
00.64.10,676
00.64.11,404
00.64.12,716
00.64.13,726
00.64.14,1178
00.64.15,1378
00.64.16,1118
00.64.17,774
00.64.18,553
00.64.19,344
00.64.20,642
00.64.21,317
00.64.22,800
00.64.23,328
00.64.24,452
00.64.25,121
00.64.26,605
00.64.27,1089
00.64.28,636
00.64.29,422
00.64.30,370
00.64.31,373
00.64.32,809
00.64.33,433
00.64.34,395
00.64.35,320
00.64.36,260
00.65.01,917
00.65.02,1011
00.65.03,841
00.65.04,610
00.65.05,339
00.65.06,651
00.65.07,372
00.65.08,350
00.65.09,605
00.65.10,526
00.65.11,487
00.65.12,500
00.65.13,780
00.65.14,473
00.65.15,398
00.65.16,315
00.65.17,407
00.65.18,501
00.65.19,530
00.65.20,317
00.65.21,698
00.65.22,408
00.65.23,316
00.65.24,231
00.65.25,571
00.65.26,821
00.65.27,525
00.65.28,474
00.65.29,489
00.65.30,681
00.65.31,466
00.65.32,723
00.65.33,739
00.65.34,717
00.65.35,758
00.66.01,1292
00.66.02,1120
00.66.03,1402
00.66.04,842
00.66.05,661
00.66.06,390
00.66.07,950
00.66.08,430
00.66.09,285
00.66.10,503
00.66.11,1161
00.66.12,419
00.66.13,919
00.66.14,255
00.66.15,1138
00.66.16,224
00.66.17,316
00.66.18,426
00.66.19,797
00.66.20,350
00.66.21,909
00.66.22,167
00.66.23,682
00.66.24,386
00.67.01,1046
00.67.02,1056
00.67.03,601
00.67.04,332
00.67.05,767
00.67.06,1239
00.67.07,1256
00.67.08,1078
00.67.09,1153
00.67.10,1032
00.67.11,1018
00.67.12,1263
00.67.13,784
00.67.14,666
00.67.15,1004
00.67.16,1181
00.67.17,1204
00.67.18,965
00.67.19,600
00.67.20,1081
00.67.21,891
00.67.22,586
00.67.23,1244
00.67.24,903
00.67.25,686
00.67.26,546
00.67.27,259
00.67.28,977
00.67.29,636
00.67.30,929
00.67.31,633
00.67.32,438
00.67.33,290
00.67.34,322
00.67.35,1111
00.67.36,325
00.67.37,490
00.67.38,658
00.67.39,593
00.67.40,1084
00.67.41,1132
00.67.42,1054
00.67.43,775
00.67.44,790
00.67.45,1092
00.67.46,712
00.67.47,818
00.67.48,745
00.67.49,452
00.67.50,658
00.67.51,557
00.67.52,663
00.67.53,826
00.67.54,990
00.67.55,965
00.67.56,238
00.67.57,522
00.67.58,431
00.67.59,716
00.67.60,873
00.67.61,535
00.67.62,397
00.67.63,739
00.67.64,445
00.67.65,889
00.67.66,616
00.67.67,735
00.67.68,827
00.67.69,720
00.67.70,902
00.68.01,826
00.68.02,712
00.68.03,1492
00.68.04,242
00.68.05,560
00.68.06,881
00.68.07,796
00.68.08,464
00.68.09,718
00.68.10,617
00.68.11,368
00.68.12,521
00.68.13,347
00.68.14,869
00.68.15,783
00.68.16,1045
00.68.17,752
00.68.18,380
00.68.19,577
00.68.20,171
00.68.21,1176
00.68.22,707
00.69.01,1071
00.69.02,1060
00.69.03,988
00.69.04,635
00.69.05,375
00.69.06,1026
00.69.07,1032
00.69.08,773
00.69.09,708
00.69.10,1229
00.69.11,229
00.69.12,904
00.69.13,821
00.69.14,828
00.69.15,1089
00.69.16,572
00.70.01,779
00.70.02,1297
00.70.03,1292
00.70.04,1235
00.70.05,823
00.70.06,979
00.70.07,867
00.70.08,754
00.70.09,867
00.70.10,758
00.70.11,768
00.70.12,1388
00.70.13,797
00.70.14,854
00.70.15,798
00.70.16,1355
00.70.17,675
00.70.18,905
00.70.19,781
00.70.20,650
00.70.21,725
00.70.22,1295
00.70.23,1241
00.79.01,1068
00.79.02,1409
00.79.03,1568
00.79.04,1560
00.79.05,1597
00.79.06,930
00.79.07,1425
00.79.08,1632
00.79.09,1005
00.79.10,1111
00.79.11,1042
00.79.12,1082
00.79.13,1056
00.79.14,994
00.79.15,926
00.79.16,1063
00.79.17,959
00.79.18,848
00.79.19,1162
00.79.20,880
00.79.21,971
00.79.22,1094
00.79.23,1216
00.79.24,1598
00.79.25,860
00.79.26,1004
00.79.27,845
00.79.28,1016
00.79.29,1041
00.79.30,1079
00.79.31,958
00.79.32,1576
00.79.33,958
00.79.34,881
00.79.35,933
00.79.36,797
00.79.37,892
00.79.38,1099
00.79.39,841
00.79.40,967
00.79.41,932
00.79.42,1071
00.79.43,1496
00.79.44,941
00.79.45,1059
00.79.46,1217
00.79.47,1020
00.79.48,1051
00.79.49,1189
00.79.50,1277
00.79.51,1582
00.79.52,825
00.79.53,887
00.79.54,995
00.79.55,821
00.79.56,853
00.79.57,977
00.79.58,729
00.79.59,873
00.79.60,921
00.79.61,637
00.79.62,935
00.79.63,882
00.79.64,777
00.79.65,521
00.79.66,1583
00.79.67,1010
00.79.68,1006
00.79.69,1048
00.79.70,1058
00.79.71,1001
00.79.72,823
00.79.73,948
00.79.74,841
00.79.75,941
00.79.76,910
00.79.77,1046
00.79.78,739
00.79.79,668
00.79.80,818
00.79.81,761
00.79.82,880
00.79.83,661
00.79.84,938
00.79.85,1113
00.79.86,1073
00.79.87,999
00.79.88,731
00.79.89,1788
00.79.90,50
00.80.01,1008
00.80.02,642
00.80.03,238
00.80.04,384
00.80.05,200
00.80.06,293
00.80.07,441
00.80.08,229
00.80.09,397
00.80.10,277
00.80.11,309
00.80.12,337
00.80.13,508
00.80.14,384
00.80.15,505
00.80.16,389
00.80.17,654
00.80.18,157
00.80.19,339
00.80.20,227
00.80.21,374
00.80.22,343
00.80.23,171
00.80.24,376
00.80.25,355
00.80.26,357
00.80.27,297
00.80.28,904
00.80.29,356
00.81.01,568
00.81.02,569
00.81.03,617
00.81.04,512
00.81.05,1326
00.81.06,430
00.81.07,981
00.81.08,739
00.81.09,515
00.81.10,797
00.81.11,866
00.81.12,702
00.81.13,229
00.81.14,1156
00.81.15,1062
00.81.16,701
00.81.17,850
00.81.18,347
00.81.19,473
00.81.20,556
00.81.21,736
00.81.22,1265
00.81.23,386
00.81.24,769
00.81.25,751
00.81.26,155
00.81.27,825
00.81.28,680
00.81.29,536
00.81.30,661
00.81.31,881
00.81.32,1109
00.81.33,923
00.81.34,282
00.81.35,720
00.81.36,1096
00.81.37,1040
00.81.38,326
00.81.39,359
00.81.40,486
00.81.41,569
00.81.42,1214
00.81.43,1046
00.81.44,858
00.81.45,419
00.81.46,731
00.81.47,432
00.81.48,536
00.81.49,525
00.81.50,992
00.81.51,680
00.81.52,841
00.81.53,603
00.81.54,773
00.81.55,890
00.81.56,787
00.81.57,593
00.82.01,674
00.82.02,127
00.82.03,231
00.82.04,242
00.82.05,287
00.82.06,236
00.82.07,97
00.82.08,72
00.82.09,214
00.82.10,236
00.82.11,92
00.82.12,146
00.82.13,112
00.82.14,392
00.82.15,413
00.82.16,417
00.82.17,279
00.82.18,136
00.82.19,82
00.82.20,220
00.82.21,157
00.82.22,89
00.82.23,301
00.82.24,138
00.82.25,173
00.82.26,146
00.82.27,165
00.82.28,307
00.82.29,197
00.82.30,143
00.82.31,217
00.82.32,128
00.82.33,85
00.82.34,154
00.82.35,92
00.82.36,149
00.82.37,133
00.82.38,261
00.82.39,263
00.82.40,159
00.82.41,204
00.82.42,233
00.82.43,264
00.82.44,139
00.82.45,175
00.82.46,132
00.82.47,157
00.82.48,73
00.83.01,810
00.83.02,648
00.83.03,889
00.83.04,295
00.83.05,1470
00.83.06,516
00.83.07,889
00.83.08,544
00.83.09,386
00.83.10,752
00.83.11,709
00.83.12,705
00.83.13,829
00.83.14,699
00.83.15,762
00.83.16,1359
00.83.17,1002
00.83.18,622
00.83.19,615
00.83.20,562
00.83.21,819
00.83.22,338
00.83.23,280
00.83.24,598
00.83.25,838
00.83.26,861
00.83.27,986
00.83.28,764
00.83.29,625
00.83.30,1278
00.83.31,518
00.83.32,861
00.83.33,171
00.83.34,894
00.83.35,397
00.83.36,335
00.83.37,257
00.83.38,335
00.83.39,254
00.83.40,581
00.83.41,344
00.84.01,1117
00.84.02,276
00.84.03,215
00.84.04,571
00.84.05,318
00.84.06,226
00.84.07,351
00.84.08,287
00.84.09,290
00.84.10,428
00.84.11,651
00.84.12,244
00.84.13,337
00.84.14,224
00.84.15,239
00.84.16,379
00.84.17,747
00.84.18,543
00.84.19,140
00.84.20,191
00.84.21,114
00.84.22,332
00.84.23,390
00.84.24,252
00.84.25,270
00.84.26,273
00.84.27,128
00.84.28,143
00.84.29,147
00.84.30,293
00.84.31,360
00.84.32,187
00.84.33,93
00.84.34,149
00.84.35,257
00.84.36,241
00.84.37,123
00.84.38,254
00.84.39,277
00.84.40,327
00.84.41,317
00.84.42,75
00.84.43,88
00.84.44,180
00.84.45,203
00.84.46,80
00.84.47,60
00.84.48,227
00.84.49,257
00.84.50,178
00.84.51,106
00.84.52,202
00.84.53,184
00.87.01,749
00.87.02,292
00.87.03,152
00.87.04,195
00.87.05,603
00.87.06,1541
00.87.07,1416
00.87.08,1387
00.87.09,449
00.87.10,89
00.87.11,882
00.87.12,41
00.87.13,936
00.87.14,1378
00.87.15,1053
00.87.16,798
00.87.17,104
00.87.18,1339
00.87.19,756
00.87.20,656
00.87.21,228
00.87.22,104
00.87.23,285
00.87.24,391
00.87.25,623
00.87.26,723
00.87.27,580
00.87.28,797
00.87.29,1062
00.87.30,261
00.87.31,271
00.87.32,106
00.87.33,253
00.87.34,40
00.87.35,477
00.87.36,1005
00.87.37,172
00.87.38,792
00.87.39,719
00.87.40,743
00.87.41,355
00.87.42,362
00.87.43,652
00.87.44,217
00.87.45,72
00.87.46,50
00.87.47,267
00.87.48,48
00.87.49,59
00.87.50,553
00.87.51,320
00.87.52,469
00.87.53,58
00.87.54,57
00.87.55,87
00.87.56,152
00.87.57,104
00.87.58,53
00.87.59,46
00.87.60,50
00.87.61,1525
00.87.62,1079
00.87.63,848
00.87.64,485
00.87.65,722
00.87.66,393
00.87.67,759
